Daily 4 Day,1,1,2014,2,4,6,2,14
Daily 4 Day,1,2,2014,3,8,0,5,16
Daily 4 Day,1,3,2014,7,3,2,1,13
Daily 4 Day,1,4,2014,9,8,5,3,25
Daily 4 Day,1,6,2014,6,8,8,4,26
Daily 4 Day,1,7,2014,0,7,3,2,12
Daily 4 Day,1,8,2014,8,7,0,6,21
Daily 4 Day,1,9,2014,0,6,8,9,23
Daily 4 Day,1,10,2014,3,4,9,3,19
Daily 4 Day,1,11,2014,5,2,4,9,20
Daily 4 Day,1,13,2014,3,6,8,9,26
Daily 4 Day,1,14,2014,6,3,1,9,19
Daily 4 Day,1,15,2014,9,3,3,7,22
Daily 4 Day,1,16,2014,7,2,6,0,15
Daily 4 Day,1,17,2014,0,7,9,3,19
Daily 4 Day,1,18,2014,0,6,0,3,9
Daily 4 Day,1,20,2014,1,8,4,3,16
Daily 4 Day,1,21,2014,9,7,2,9,27
Daily 4 Day,1,22,2014,2,5,6,9,22
Daily 4 Day,1,23,2014,0,4,8,6,18
Daily 4 Day,1,24,2014,4,4,3,1,12
Daily 4 Day,1,25,2014,8,9,8,4,29
Daily 4 Day,1,27,2014,7,4,8,8,27
Daily 4 Day,1,28,2014,4,3,3,0,10
Daily 4 Day,1,29,2014,2,8,6,8,24
Daily 4 Day,1,30,2014,6,2,6,4,18
Daily 4 Day,1,31,2014,7,0,6,7,20
Daily 4 Day,2,1,2014,2,9,9,1,21
Daily 4 Day,2,3,2014,8,3,7,2,20
Daily 4 Day,2,4,2014,1,4,6,0,11
Daily 4 Day,2,5,2014,7,5,7,7,26
Daily 4 Day,2,6,2014,6,2,5,7,20
Daily 4 Day,2,7,2014,0,0,3,2,5
Daily 4 Day,2,8,2014,6,7,4,8,25
Daily 4 Day,2,10,2014,4,0,1,3,8
Daily 4 Day,2,11,2014,3,1,1,1,6
Daily 4 Day,2,12,2014,3,6,4,2,15
Daily 4 Day,2,13,2014,0,4,6,7,17
Daily 4 Day,2,14,2014,1,3,6,4,14
Daily 4 Day,2,15,2014,5,6,6,7,24
Daily 4 Day,2,17,2014,5,3,1,2,11
Daily 4 Day,2,18,2014,4,2,8,5,19
Daily 4 Day,2,19,2014,9,2,4,6,21
Daily 4 Day,2,20,2014,6,2,2,9,19
Daily 4 Day,2,21,2014,6,9,0,0,15
Daily 4 Day,2,22,2014,0,8,5,9,22
Daily 4 Day,2,24,2014,4,9,2,9,24
Daily 4 Day,2,25,2014,1,9,2,7,19
Daily 4 Day,2,26,2014,4,6,6,0,16
Daily 4 Day,2,27,2014,2,7,1,4,14
Daily 4 Day,2,28,2014,7,8,4,3,22
Daily 4 Day,3,1,2014,6,3,6,9,24
Daily 4 Day,3,3,2014,6,8,1,7,22
Daily 4 Day,3,4,2014,2,1,7,8,18
Daily 4 Day,3,5,2014,4,8,0,0,12
Daily 4 Day,3,6,2014,6,3,2,7,18
Daily 4 Day,3,7,2014,7,6,1,8,22
Daily 4 Day,3,8,2014,4,1,9,7,21
Daily 4 Day,3,10,2014,9,3,0,5,17
Daily 4 Day,3,11,2014,2,2,5,2,11
Daily 4 Day,3,12,2014,2,8,5,9,24
Daily 4 Day,3,13,2014,9,9,2,7,27
Daily 4 Day,3,14,2014,2,9,6,4,21
Daily 4 Day,3,15,2014,3,9,3,0,15
Daily 4 Day,3,17,2014,3,1,6,5,15
Daily 4 Day,3,18,2014,1,6,7,6,20
Daily 4 Day,3,19,2014,8,9,0,9,26
Daily 4 Day,3,20,2014,0,8,5,4,17
Daily 4 Day,3,21,2014,8,7,2,7,24
Daily 4 Day,3,22,2014,8,2,2,9,21
Daily 4 Day,3,24,2014,5,5,7,0,17
Daily 4 Day,3,25,2014,0,8,0,7,15
Daily 4 Day,3,26,2014,3,3,6,0,12
Daily 4 Day,3,27,2014,1,3,2,7,13
Daily 4 Day,3,28,2014,8,8,3,3,22
Daily 4 Day,3,29,2014,5,4,7,9,25
Daily 4 Day,3,31,2014,5,7,0,6,18
Daily 4 Day,4,1,2014,0,5,3,8,16
Daily 4 Day,4,2,2014,6,4,6,8,24
Daily 4 Day,4,3,2014,8,0,1,9,18
Daily 4 Day,4,4,2014,2,3,7,0,12
Daily 4 Day,4,5,2014,8,0,5,6,19
Daily 4 Day,4,7,2014,6,8,7,6,27
Daily 4 Day,4,8,2014,2,8,8,2,20
Daily 4 Day,4,9,2014,3,9,6,9,27
Daily 4 Day,4,10,2014,6,6,8,1,21
Daily 4 Day,4,11,2014,2,9,1,8,20
Daily 4 Day,4,12,2014,5,8,7,6,26
Daily 4 Day,4,14,2014,5,2,9,5,21
Daily 4 Day,4,15,2014,1,7,5,5,18
Daily 4 Day,4,16,2014,4,6,0,6,16
Daily 4 Day,4,17,2014,7,6,6,5,24
Daily 4 Day,4,18,2014,3,8,3,4,18
Daily 4 Day,4,19,2014,6,2,0,7,15
Daily 4 Day,4,21,2014,8,7,2,6,23
Daily 4 Day,4,22,2014,7,5,6,4,22
Daily 4 Day,4,23,2014,2,6,4,3,15
Daily 4 Day,4,24,2014,3,1,0,4,8
Daily 4 Day,4,25,2014,9,6,7,0,22
Daily 4 Day,4,26,2014,1,7,8,4,20
Daily 4 Day,4,28,2014,5,7,0,0,12
Daily 4 Day,4,29,2014,3,8,0,1,12
Daily 4 Day,4,30,2014,2,1,2,2,7
Daily 4 Day,5,1,2014,1,9,7,8,25
Daily 4 Day,5,2,2014,1,1,6,2,10
Daily 4 Day,5,3,2014,8,8,7,1,24
Daily 4 Day,5,5,2014,2,5,5,9,21
Daily 4 Day,5,6,2014,6,9,6,7,28
Daily 4 Day,5,7,2014,3,7,5,8,23
Daily 4 Day,5,8,2014,6,3,2,2,13
Daily 4 Day,5,9,2014,5,7,3,5,20
Daily 4 Day,5,10,2014,5,6,8,8,27
Daily 4 Day,5,12,2014,0,1,3,1,5
Daily 4 Day,5,13,2014,9,4,9,2,24
Daily 4 Day,5,14,2014,6,8,1,9,24
Daily 4 Day,5,15,2014,8,7,2,5,22
Daily 4 Day,5,16,2014,2,0,5,9,16
Daily 4 Day,5,17,2014,2,3,6,8,19
Daily 4 Day,5,19,2014,4,2,1,8,15
Daily 4 Day,5,20,2014,3,6,3,0,12
Daily 4 Day,5,21,2014,8,2,5,2,17
Daily 4 Day,5,22,2014,9,0,0,2,11
Daily 4 Day,5,23,2014,4,5,3,2,14
Daily 4 Day,5,24,2014,4,2,9,3,18
Daily 4 Day,5,26,2014,4,7,0,6,17
Daily 4 Day,5,27,2014,2,3,1,2,8
Daily 4 Day,5,28,2014,0,7,9,8,24
Daily 4 Day,5,29,2014,0,6,5,7,18
Daily 4 Day,5,30,2014,1,9,1,1,12
Daily 4 Day,5,31,2014,1,7,4,5,17
Daily 4 Day,6,2,2014,4,9,6,1,20
Daily 4 Day,6,3,2014,5,2,5,9,21
Daily 4 Day,6,4,2014,0,8,6,4,18
Daily 4 Day,6,5,2014,4,3,6,6,19
Daily 4 Day,6,6,2014,3,9,3,4,19
Daily 4 Day,6,7,2014,4,6,1,9,20
Daily 4 Day,6,9,2014,4,3,9,4,20
Daily 4 Day,6,10,2014,7,4,3,1,15
Daily 4 Day,6,11,2014,3,5,9,6,23
Daily 4 Day,6,12,2014,3,7,0,4,14
Daily 4 Day,6,13,2014,6,2,6,3,17
Daily 4 Day,6,14,2014,5,9,2,7,23
Daily 4 Day,6,16,2014,2,5,8,4,19
Daily 4 Day,6,17,2014,9,4,3,1,17
Daily 4 Day,6,18,2014,5,5,3,6,19
Daily 4 Day,6,19,2014,1,1,2,4,8
Daily 4 Day,6,20,2014,8,9,9,0,26
Daily 4 Day,6,21,2014,1,3,2,1,7
Daily 4 Day,6,23,2014,2,6,4,2,14
Daily 4 Day,6,24,2014,4,8,1,3,16
Daily 4 Day,6,25,2014,5,8,5,0,18
Daily 4 Day,6,26,2014,9,7,1,9,26
Daily 4 Day,6,27,2014,4,4,5,8,21
Daily 4 Day,6,28,2014,6,1,2,3,12
Daily 4 Day,6,30,2014,1,6,1,7,15
Daily 4 Day,7,1,2014,1,1,7,4,13
Daily 4 Day,7,2,2014,2,3,4,7,16
Daily 4 Day,7,3,2014,2,3,3,5,13
Daily 4 Day,7,4,2014,3,5,9,8,25
Daily 4 Day,7,5,2014,3,3,2,3,11
Daily 4 Day,7,7,2014,7,1,6,4,18
Daily 4 Day,7,8,2014,9,5,6,2,22
Daily 4 Day,7,9,2014,9,4,9,4,26
Daily 4 Day,7,10,2014,8,3,2,9,22
Daily 4 Day,7,11,2014,6,3,1,5,15
Daily 4 Day,7,12,2014,5,2,0,0,7
Daily 4 Day,7,14,2014,2,7,4,8,21
Daily 4 Day,7,15,2014,3,0,1,0,4
Daily 4 Day,7,16,2014,9,5,6,1,21
Daily 4 Day,7,17,2014,2,1,4,3,10
Daily 4 Day,7,18,2014,6,4,5,1,16
Daily 4 Day,7,19,2014,7,0,2,6,15
Daily 4 Day,7,21,2014,3,1,2,3,9
Daily 4 Day,7,22,2014,1,9,7,8,25
Daily 4 Day,7,23,2014,3,0,7,7,17
Daily 4 Day,7,24,2014,1,3,3,9,16
Daily 4 Day,7,25,2014,2,6,4,5,17
Daily 4 Day,7,26,2014,9,9,6,7,31
Daily 4 Day,7,28,2014,9,0,7,9,25
Daily 4 Day,7,29,2014,8,1,9,7,25
Daily 4 Day,7,30,2014,4,3,1,2,10
Daily 4 Day,7,31,2014,2,2,9,1,14
Daily 4 Day,8,1,2014,3,0,1,5,9
Daily 4 Day,8,2,2014,7,2,3,7,19
Daily 4 Day,8,4,2014,5,7,2,0,14
Daily 4 Day,8,5,2014,3,3,3,4,13
Daily 4 Day,8,6,2014,9,9,0,6,24
Daily 4 Day,8,7,2014,3,0,0,6,9
Daily 4 Day,8,8,2014,7,2,1,8,18
Daily 4 Day,8,9,2014,8,5,1,6,20
Daily 4 Day,8,11,2014,7,8,3,0,18
Daily 4 Day,8,12,2014,2,4,6,7,19
Daily 4 Day,8,13,2014,0,9,6,1,16
Daily 4 Day,8,14,2014,3,2,6,7,18
Daily 4 Day,8,15,2014,8,2,1,7,18
Daily 4 Day,8,16,2014,6,8,5,0,19
Daily 4 Day,8,18,2014,0,5,7,1,13
Daily 4 Day,8,19,2014,6,6,0,9,21
Daily 4 Day,8,20,2014,2,7,1,3,13
Daily 4 Day,8,21,2014,2,4,6,2,14
Daily 4 Day,8,22,2014,7,4,9,5,25
Daily 4 Day,8,23,2014,0,1,8,5,14
Daily 4 Day,8,25,2014,5,8,8,7,28
Daily 4 Day,8,26,2014,2,0,7,0,9
Daily 4 Day,8,27,2014,5,8,9,5,27
Daily 4 Day,8,28,2014,9,4,9,6,28
Daily 4 Day,8,29,2014,8,9,8,9,34
Daily 4 Day,8,30,2014,5,3,2,7,17
Daily 4 Day,9,1,2014,9,1,5,3,18
Daily 4 Day,9,2,2014,1,9,8,1,19
Daily 4 Day,9,3,2014,1,0,9,8,18
Daily 4 Day,9,4,2014,3,5,0,3,11
Daily 4 Day,9,5,2014,1,7,0,7,15
Daily 4 Day,9,6,2014,6,8,7,6,27
Daily 4 Day,9,8,2014,3,8,5,6,22
Daily 4 Day,9,9,2014,2,5,9,0,16
Daily 4 Day,9,10,2014,8,6,8,5,27
Daily 4 Day,9,11,2014,0,1,8,1,10
Daily 4 Day,9,12,2014,0,7,7,6,20
Daily 4 Day,9,13,2014,4,6,1,6,17
Daily 4 Day,9,15,2014,6,1,3,4,14
Daily 4 Day,9,16,2014,2,0,4,6,12
Daily 4 Day,9,17,2014,8,9,2,4,23
Daily 4 Day,9,18,2014,1,0,7,9,17
Daily 4 Day,9,19,2014,4,3,0,7,14
Daily 4 Day,9,20,2014,5,9,1,6,21
Daily 4 Day,9,22,2014,3,4,6,0,13
Daily 4 Day,9,23,2014,2,7,1,0,10
Daily 4 Day,9,24,2014,7,8,3,3,21
Daily 4 Day,9,25,2014,7,7,1,8,23
Daily 4 Day,9,26,2014,1,4,5,7,17
Daily 4 Day,9,27,2014,4,0,6,9,19
Daily 4 Day,9,29,2014,9,4,1,1,15
Daily 4 Day,9,30,2014,3,3,4,8,18
Daily 4 Day,10,1,2014,4,1,0,6,11
Daily 4 Day,10,2,2014,7,4,0,8,19
Daily 4 Day,10,3,2014,7,7,6,2,22
Daily 4 Day,10,4,2014,5,9,9,2,25
Daily 4 Day,10,6,2014,7,5,4,1,17
Daily 4 Day,10,7,2014,4,3,4,5,16
Daily 4 Day,10,8,2014,0,7,0,4,11
Daily 4 Day,10,9,2014,5,3,4,9,21
Daily 4 Day,10,10,2014,8,8,7,1,24
Daily 4 Day,10,11,2014,3,2,7,2,14
Daily 4 Day,10,13,2014,0,9,0,3,12
Daily 4 Day,10,14,2014,4,7,8,8,27
Daily 4 Day,10,15,2014,7,4,1,4,16
Daily 4 Day,10,16,2014,1,2,7,7,17
Daily 4 Day,10,17,2014,0,2,9,2,13
Daily 4 Day,10,18,2014,1,2,5,1,9
Daily 4 Day,10,20,2014,9,1,6,5,21
Daily 4 Day,10,21,2014,9,2,0,3,14
Daily 4 Day,10,22,2014,2,0,2,0,4
Daily 4 Day,10,23,2014,1,1,1,2,5
Daily 4 Day,10,24,2014,3,5,4,1,13
Daily 4 Day,10,25,2014,5,0,5,8,18
Daily 4 Day,10,27,2014,6,6,3,9,24
Daily 4 Day,10,28,2014,3,8,2,5,18
Daily 4 Day,10,29,2014,7,2,0,9,18
Daily 4 Day,10,30,2014,0,2,9,5,16
Daily 4 Day,10,31,2014,6,1,1,6,14
Daily 4 Day,11,1,2014,1,1,3,9,14
Daily 4 Day,11,3,2014,5,3,7,2,17
